"","AREA_HUC12","LAND_PCT_HUC12","WATER_PCT_HUC12","RIPARIAN_ZONE_PCT_HUC12","HYDROCONNECTED_ZONE_PCT_HUC12","HYDROACTIVE_ZONE_PCT_HUC12","FLOW_ACCUMULATION_MEAN_HUC12","STREAMLENGTH_NHD_MEDRES_HUC12","WATERBODYAREA_NHD_MEDRES_HUC12","SLOPE_MEAN_HUC12","Average.Annual.Temperature","ATEMP_SUMMER_HIST_HUC12","Average.Annual.Precipitation","PRECIP_SUMMER_HIST_HUC12","Average.Annual.Surface.Runoff","RUNOFF_SPRING_HIST_HUC12","SNOW_EQ_MARCH_HIST_HUC12","Average.Annual.Evaporative.Deficit","FOREST_PCT_HUC12","FOREST_DECIDUOUS_PCT_HUC12","FOREST_EVERGRN_PCT_HUC12","Pct.Mixed.Forest","WETLANDS_PCT_HUC12","WETLANDS_CHG_PCT_HUC12","WETLANDS_HERB_PCT_HUC12","WETLANDS_WOODY_PCT_HUC12","WOODY_VEG_PCT_HUC12","SHRUB_PCT_HUC12","GRASSLAND_PCT_HUC12","OPENWATER_PCT_HUC12","BARREN_PCT_HUC12","IMP_COV_STREAMLGTH_05PCT_HUC12","IMP_COV_LAKESHORE_05PCT_HUC12","IMP_COV_ALLWATERS_05PCT_HUC12","CANOPYCOVER_PCT_MEDIAN_HUC12","SOILSTABILITY_HUC12","URBAN_PCT_HUC12","AG_PCT_HUC12","CROP_PCT_HUC12","PASTURE_PCT_HUC12","ROADS_ALL_DENSITY_HUC12","TRAFFIC_DENSITY_HUC12","IMP_COV_PCT_HUC12","N_MANURE_APP_HUC12","N_SYNTH_FERT_APP_HUC12","P_MANURE_APP_HUC12","P_SYNTH_FERT_APP_HUC12","P_AG_BALANCE_HUC12","N_DEP_TOTAL_HUC12","N_OX_WETDEP_HUC12","N_OX_DRYDEP_HUC12","N_OX_TOTALDEP_HUC12","N_RED_WETDEP_HUC12","N_RED_DRYDEP_HUC12","N_RED_TOTALDEP_HUC12","SLF_WETDEP_HUC12","SLF_DRYDEP_HUC12","SLF_TOTALDEP_HUC12","TILE_DRAINAGE_PCT_HUC12","Suspended.Solid.Yield","SOIL_ERODIBILITY_HUC12","SOIL_RUNOFF_HIGH_PCT_HUC12","SOIL_RUNOFF_LOW_PCT_HUC12","Eutrophic","Lat","Long","Eutrophic_num","index"
"1316",57172500,83.42,16.58,50.07,35.6,60.82,7517.149902,30.74,0.48,2.29001,13.61,19.58,824.24,652.56,241.44,104.49,1.2,65.69,12.28,11.24,0.27,0.77,14.65,-0.02,1.89,12.76,25.17,0.13,0.16,1.39,0.15,83.83,100,83.83,0,0.69,11.41,59.83,44,15.86,2.09,2848,3.375,7.796930313,25.34002304,2.611651994,3.723114124,-1.0197258,10.99229752,2.169748861,2.930024396,5.099773257,3.359998115,2.532526145,5.892523806,3.030703203,2.638806267,5.669510016,13.9,114.7,0.31,16.98,4.36,"Yes",2302481.457,645481.6342,1,1
"1317",108217800,90.93,9.07,27.81,43.55,55.34,15036.7002,63.64,0.46,1.43136,13.83,19.58,857.59,670.07,260.93,114.92,1.63,69.11,5.37,3.69,0.03,1.66,6.22,-0.18,0.3,5.92,11.46,0.17,1.53,1.88,0.11,39.19,100,39.19,11,0.65,80.44,4.27,3,0.87,9.78,7599,39.81,0.460514307,2.110890627,0.149728817,0.265567166,-0.079159846,10.66546993,2.462229617,2.88538544,5.347614567,3.651640669,1.666214687,5.317855355,3.339426547,3.40947037,6.748897407,1.9,169.8,0.35,9.77,0.02,"No",2266085.244,651158.1829,0,2
"1318",53022600,81.8,18.2,45.76,41.03,61.66,181.826004,30.48,2.28,1.69469,14.72,20.65,970.48,724.38,352.16,136.04,0.86,58.5,12.91,11.51,0.63,0.76,13.25,0.06,0.49,12.76,25.71,0.04,0.19,4.46,0.01,83.94,100,83.94,0,0.69,9.2,59.94,56,4.43,2.09,1901,2.151,1.852072477,27.78108788,0.816409444,4.107116932,-3.694689628,11.40800354,2.66970166,3.684494493,6.35419617,3.183347364,1.870460395,5.053807369,3.779134633,3.614670721,7.393805354,7.1,30.2,0.31,0,18.91,"No",2150443.944,923317.4388,0,2
"1319",55010700,60.18,39.82,71.5,65.06,83.15,285.0350037,9.58,7.09,0.929738,14.95,20.89,960.79,720.4,336.22,127.49,0.62,65.36,5.74,5.56,0.07,0.11,26.12,0.11,1.25,24.87,30.7,0.08,0.28,13.54,0.03,81.82,100,81.82,0,0.72,9.52,44.69,40,5.17,2.31,3950,3.219,2.373738289,23.73738289,1.39908196,3.747536754,-3.104626284,11.31588489,2.65443204,3.655069129,6.309501169,3.182394897,1.823989,5.006383731,3.768208805,3.455616363,7.223825168,4.2,19.5,0.28,0,19.39,"No",2144428.855,907942.3658,0,5
"1320",97668900,79.11,20.89,49.94,57.01,71.97,539.3469849,41.44,3.91,1.00826,14.86,20.8,959.72,719.58,336.17,128.48,0.66,61.5,6,5.88,0.04,0.08,15.95,-0.07,0.79,15.16,21.16,0.01,0.13,4.22,0.01,84.93,100,84.93,0,0.67,8.33,65.36,64,1.31,1.93,2168,2.061,3.334239483,33.56313705,1.937564739,5.232403295,-4.350231502,11.4486539,2.682131078,3.664756797,6.346887875,3.222608672,1.879157504,5.101766214,3.771215835,3.569429571,7.340645406,5.7,65.9,0.33,2.31,9.86,"Yes",2151028.367,914803.3017,1,4
"1321",74564100,73.19,26.81,60.69,63.92,81.16,343.3200073,37.88,2.26,0.932295,14.98,20.92,960.11,722.26,331.66,125,0.57,63.31,6.36,5.93,0.14,0.29,23.72,-0.14,1.2,22.52,28.98,0.1,0.2,2.56,0.03,84.55,100,84.55,0,0.7,8.77,58.26,57,1.7,1.98,4017,2.663,3.016874075,30.16874123,1.782454807,4.76613298,-3.955348009,11.38150514,2.701950808,3.552509716,6.254460524,3.274504016,1.852540596,5.127044611,3.784731234,3.399714582,7.184445816,5.5,36.5,0.3,0,22.34,"No",2147880.34,902371.4942,0,5
"1322",99842400,73.74,26.26,56.18,61.49,79.81,4309.209961,59.2,5.65,1.0287,14.99,20.93,963.42,728.07,333.74,124.46,0.61,60.69,6.03,5.85,0.01,0.17,20.5,0.04,1.46,19.04,25.34,0.27,0.11,4.9,0.02,85.92,100,85.92,0,0.71,12.29,55.88,54,1.88,2.19,3215,3.905,2.877560139,28.77560043,1.699665612,4.530723599,-3.771635032,11.50278846,2.809755355,3.46138033,6.271135685,3.396177787,1.835474989,5.231652847,3.805290855,3.42404467,7.229335526,5.3,53.2,0.29,0,13.32,"Yes",2161977.718,897922.7752,1,4
"1323",46984500,80.17,19.83,47.22,39.2,59.57,324.0969849,13.79,2.64,1.93411,14.59,20.53,982.73,731.3,368.96,141.48,1.07,55.91,15.66,14.4,0.34,0.91,13.9,0.03,0.76,13.15,28.81,0.01,0.28,5.38,0.07,56.45,100,56.45,0,0.71,31.09,33.61,25,8.95,3.75,3446,9.627,1.050014377,15.75021553,0.452659717,2.277027095,-2.048527457,11.70051555,2.716760649,4.057852576,6.77461323,3.209825985,1.71607633,4.925901343,3.808444456,4.05024177,7.858686226,4.2,28.7,0.29,0,27.87,"No",2156677.822,935020.7178,0,2
"1324",44691300,71.36,28.64,53.51,72.68,81.87,2390.469971,22.04,2.62,0.664142,14.84,20.77,951.58,714.75,335.73,127.38,0.54,67.43,4.91,4.85,0.02,0.04,27.65,0,0.83,26.82,31.74,0.01,0.11,0.94,0.04,94.74,100,94.74,0,0.72,8.36,57.98,57,0.7,1.61,2354,2.236,1.878365636,24.35839844,0.860969035,3.538644931,-3.100879566,11.61594565,2.89237313,3.56144107,6.453814506,3.498802051,1.663329687,5.162131145,3.859092983,3.490970222,7.350063206,2.7,100.9,0.28,0,31.46,"Yes",2177628.753,914733.7632,1,4
"1325",61033500,77.79,22.21,48.01,58.55,70.1,269.4859924,28.19,0.74,1.0977401,14.86,20.79,956.94,721.15,340.29,126.84,0.54,67.94,9.4,8.94,0.16,0.3,20.54,0.24,1.36,19.19,28.63,0.04,0.07,1.13,0,92.79,100,92.79,0,0.74,5.49,63.32,62,0.83,1.57,5921,1.063,1.915328503,26.17615509,0.835652348,3.763749442,-3.327335345,11.85302915,3.040103337,3.56961504,6.609719138,3.653460873,1.589849897,5.243310009,3.975554699,3.382416895,7.357971594,2.6,15,0.26,0,17.42,"No",2181612.04,905519.6631,0,2
"1326",40545900,60.07,39.93,78.97,59.06,84.76,262.9389954,27.6,0.71,1.05288,14.96,20.9,970.36,734.94,347.13,126.7,0.57,64.78,7.69,7.38,0.02,0.3,38.72,-0.04,1.91,36.81,44.58,0.08,0.06,0.56,0.02,93.59,100,93.59,0,0.74,4.94,47.93,46,1.55,1.35,5592,0.679,1.42112267,19.42201042,0.625980005,2.82098114,-2.492478363,12.10253218,3.088491744,3.733316018,6.821807762,3.700266082,1.580458332,5.280724415,4.055923725,3.424069617,7.479993337,2.2,11.3,0.26,0,44.17,"Yes",2179282.955,895686.3874,1,4
"1327",100544400,76.77,23.23,52.42,68.35,84.51,3461.27002,69.28,4.47,0.871621,15.14,21.09,971.04,734.05,346.23,126.03,0.51,67.99,7.17,6.62,0.07,0.48,21.73,0.16,1.37,20.36,27.57,0.05,0.19,0.9,0.01,90.52,100,90.52,0,0.75,7.25,62.7,61,1.69,1.8,1802,1.549,2.05156827,32.30828094,0.972074049,4.549141657,-3.915516857,12.04059258,3.069385211,3.538911301,6.608296509,3.679145219,1.753151234,5.432296456,4.01794487,3.362543033,7.380487698,2.7,122.4,0.25,0,46.66,"No",2173056.676,883904.5658,0,2
"1328",143228700,76.75,23.25,56.23,68.62,83.11,461.0870056,111.58,6.58,0.762987,15.09,21.03,963.46,725.73,331.7,124.36,0.55,63.71,4.86,4.44,0.17,0.25,21.33,-0.1,1.41,19.92,24.85,0.07,0.08,0.71,0.09,90.82,100,90.82,0,0.7,7.23,65.62,64,1.54,1.65,2101,2.203,3.377465487,33.77465439,1.987643987,5.308563452,-4.410672099,11.49591241,2.748920209,3.474748786,6.223668968,3.370512357,1.901731054,5.272243438,3.818453677,3.365936963,7.18439079,6.2,38.4,0.3,0,21.64,"No",2150745.928,894191.7437,0,3
"1329",81479700,80.87,19.13,50.49,61.69,74.72,456.1480103,68.59,1.23,0.967903,15.19,21.14,972.45,733.58,339.16,125.27,0.52,65.18,5.17,5.01,0.08,0.09,16.01,0.19,0.92,15.09,20.33,0.07,0.05,1.54,0,90.77,100,90.77,0,0.7,5.44,71.73,71,1.12,1.41,1060,1.29,3.403974295,38.37054062,2.014838994,5.810914399,-4.832748733,11.5878669,2.79036324,3.405144882,6.195507808,3.423625509,1.968733269,5.392359092,3.852739513,3.310811881,7.163552156,6.2,33.2,0.3,0,28.7,"Yes",2154084.781,885962.639,1,3
"1330",112391100,79.15,20.85,46.63,65.14,78.78,5284.399902,75.05,5.45,0.96475,15.15,21.1,971.61,733.86,341.79,125.69,0.58,63.36,5.29,4.99,0.07,0.23,16.59,0.17,0.93,15.66,20.97,0.02,0.05,3.05,0.04,87.27,100,87.27,0,0.72,8.03,66.93,66,0.82,1.88,1617,1.975,3.16809082,32.60123825,1.794427942,5.064122833,-4.241485962,11.68887867,2.944025808,3.404277213,6.348302657,3.512383613,1.828192585,5.340576561,3.904390886,3.292805122,7.197196371,5.3,56.7,0.28,0,23.15,"Yes",2166014.148,886543.0955,1,2
"1331",67907700,74.26,25.74,58.51,67.76,82.71,2441.389893,50.52,4.13,0.777101,15.31,21.27,982,741.77,347.08,125.86,0.42,68.28,5.64,5.45,0.04,0.15,20.2,0.05,0.78,19.42,25.1,0.04,0.18,4.65,0.01,90.36,100,90.36,0,0.75,9,60.28,59,0.82,2.01,1691,2.25,2.403681755,39.02429199,1.430421466,5.533497638,-4.600342915,11.7222071,2.801771314,3.427092584,6.228863823,3.481376166,2.011967123,5.493343364,3.918560523,3.312175163,7.230736341,3.9,101.9,0.25,1.64,45.36,"Yes",2148869.809,880283.0794,1,4
"1332",67077900,78.3,21.7,44.39,69.73,81.84,7384.879883,30.37,2.41,0.78689,15.33,21.29,977.27,737.01,354.35,126.83,0.45,75.87,4.01,3.88,0.03,0.1,18.19,-0.02,0.78,17.41,21.43,0,0.04,3.4,0.02,88.9,100,88.9,0,0.77,6.65,67.68,67,0.85,1.85,1759,1.64,2.30443716,48.74548721,1.23803093,6.629331464,-5.531611971,11.85469564,2.94581223,3.326137773,6.271949798,3.648125263,1.934621163,5.582746633,3.940292084,3.26092746,7.20121975,2.9,42,0.23,0.57,60.32,"Yes",2160271.161,875718.5763,1,5
"1333",91482300,79.32,20.68,44.95,67.18,81.08,347.2179871,39.45,3.76,1.0320899,15.2,21.18,968.6,728.21,346.98,125.67,0.34,77.43,11.3,9.77,0.35,1.18,18.58,0.09,0.97,17.61,28.93,0.02,0.23,1.78,0.21,85.81,100,85.81,0,0.74,6.74,61.14,58,3.59,1.76,4617,1.556,5.123456478,38.42592621,1.4901607,4.885770803,-3.917625356,12.76322528,3.180147456,3.677855886,6.858003342,3.97726415,1.927957778,5.905221928,4.158475676,4.334678878,8.493154554,2.2,35.1,0.26,0,24.54,"Yes",2184395.36,866228.1188,1,5
"1334",88808400,70.24,29.76,51.32,71.37,83.76,282.6990051,15.48,15.62,0.699867,15.32,21.31,974.79,731.67,349.04,125.72,0.41,80.21,11.78,10.45,0.36,0.96,18.22,0.18,1.4,16.82,28.68,0.09,0.45,11.43,0.16,73.89,100,73.89,0,0.74,23.84,34.04,30,4.29,3.03,6675,7.472,2.868377209,21.51283073,0.843113892,2.777241753,-2.21654239,12.92634693,3.200157887,3.712328594,6.912486481,4.040707628,1.973152618,6.013860247,4.207110699,3.876886803,8.083997501,1.6,10.8,0.26,1.54,44.07,"No",2176895.758,853659.5175,0,1
"1335",68970600,70.46,29.54,52.54,74.38,90.09,1197.709961,20.62,9.47,0.812146,15.38,21.36,975.93,732.83,351.45,126.18,0.39,78.71,7.04,5.6,0.62,0.82,24.94,-0.05,1.73,23.21,30.26,0.01,0.17,4.42,0.05,80.35,100,80.35,0,0.74,14.26,49.12,46,3.04,2.13,4648,3.953,4.11896801,31.54083061,1.183964805,4.025664472,-3.238975706,12.61698518,3.212482166,3.535836235,6.748318402,4.01158663,1.857079503,5.868666141,4.20945538,3.456242913,7.665698292,2.2,50.4,0.26,0,34.59,"No",2169882.824,855976.4442,0,4
"1336",92144700,72.39,27.61,57.22,66.74,82.18,865.2210083,61.69,8.15,0.895239,15.24,21.21,969.47,728.81,345.44,125.47,0.35,75.27,9.64,8.69,0.25,0.69,22.35,0.07,0.62,21.73,31.4,0.03,0.25,4.59,0.05,90.19,100,90.19,0,0.73,8.1,55,51,3.59,1.77,1412,1.804,4.520809174,34.64080811,1.335653503,4.457441039,-3.576527404,12.48985189,3.191782157,3.507697406,6.699479563,3.955958974,1.834412733,5.790371707,4.165595082,3.631429422,7.797024504,2.2,54.9,0.27,0,27.34,"No",2176085.251,865295.1429,0,5
"1337",116608500,83.49,16.51,34.35,83.23,89.5,2686.409912,58.34,6.31,0.49598,15.53,21.5,980.57,737.7,356.36,126.22,0.4,78.8,7.76,7.44,0.12,0.19,13.28,0.29,0.79,12.49,20.3,0.05,0.15,2.78,0.02,88.55,100,88.55,0,0.79,10.69,65.27,65,0.5,2.01,2499,2.906,2.174769402,49.51927567,1.026261831,6.654204553,-5.543962738,12.41618862,3.129388173,3.447327562,6.576715734,3.953864018,1.885608621,5.839472848,4.182504795,3.29476172,7.477266515,2.3,51.4,0.21,1.07,80.08,"No",2160330.619,857346.3732,0,2
"1338",112875300,75.67,24.33,53.08,49.7,69.38,837.7080078,45.61,7.88,1.66527,15.41,21.39,986.79,736.82,352.79,129.66,0.81,70.64,17.03,16.37,0.06,0.59,22.24,0.03,1.14,21.1,38.14,0.01,0.14,1.7,0,92.42,100,92.42,0,0.75,6.16,52.72,52,1.16,1.68,1346,1.233,2.618401051,32.77841949,1.771121996,4.621359703,-3.481585943,12.75293879,3.143834272,3.777419186,6.921253695,3.966532331,1.865152434,5.831685096,4.239219843,3.508275694,7.747495537,2.2,75.1,0.25,0,40.24,"No",2163186.452,840236.5766,0,5
"1339",78464700,85.52,14.48,35.36,53.07,66.88,1952.910034,28.18,2.7,1.9131,15.55,21.52,983.78,739.68,355.53,127.09,0.6,74.73,23.13,21.8,0.37,0.95,12.34,0,0.7,11.64,34.83,0.06,0.3,1.87,0.06,82.14,100,82.14,0,0.76,12.01,50.24,49,1.22,2.48,5317,3.926,1.611610055,40.29025269,0.819724811,5.403061851,-4.513882468,12.66087477,3.123096435,3.708759644,6.831856079,3.977899063,1.851119074,5.829018687,4.255812362,3.498354518,7.754166879,1.9,71.5,0.24,3.64,56.53,"No",2154465.17,848298.4538,0,4
"1340",76061700,73.15,26.85,58.67,62.58,79.1,192.2539978,39.98,2.91,0.982931,15.04,20.99,962.99,722.32,335.83,126.22,0.55,67.73,4.64,4.48,0.07,0.1,22.25,0.07,1.17,21.07,25.75,0.04,0.21,3.89,0.01,89.84,100,89.84,0,0.71,7.66,61.3,57,4.43,2.13,5423,2.041,2.72181797,31.348526,1.479135425,4.977249984,-3.450317675,11.33262927,2.577936145,3.624383069,6.202319214,3.142313229,1.987996963,5.130310053,3.748002522,3.424074249,7.172076121,8.1,33.1,0.29,0,21.98,"No",2138168.607,899508.7584,0,4
"1341",94635000,82.59,17.41,47.73,78.79,87.61,646.0980225,60.65,0.7,0.591144,15.18,21.13,966.7,727.12,338.73,124.75,0.5,71.97,1.74,1.71,0.01,0.03,15.4,0.08,0.89,14.51,16.26,0.01,0.06,0.68,0.02,86.27,100,86.27,0,0.73,7.28,74.81,74,0.89,1.81,1550,2.116,3.834474564,38.34474564,2.252066954,6.018827701,-4.997438649,11.59298882,2.672173211,3.494056726,6.166229775,3.308733342,2.118025704,5.426759046,3.82085342,3.362415283,7.183268889,6.9,48.7,0.27,0,33.11,"No",2141904.051,889549.4585,0,5
"1342",71671500,79.71,20.29,42.08,56.69,68.71,1595.790039,29.57,4.88,1.49553,15.35,21.31,995.3,753.92,366.44,128.14,0.44,75.78,19.23,16.37,0.81,2.05,16.91,0.05,1.19,15.72,35.14,0.19,0.41,3.07,0.04,90.15,100,90.15,0,0.77,7.07,53.08,51,1.66,1.91,3149,1.695,1.636993766,40.92484283,0.827719708,5.463373555,-4.557907026,11.97574626,2.861653121,3.511244311,6.372897432,3.602596403,2.000252427,5.602848902,4.023761857,3.398567126,7.422328983,1.7,60.4,0.23,0,67.18,"No",2145254.636,871053.495,0,4
"1343",47314800,79.03,20.97,43.9,57.3,71.19,2857.25,10.46,6.52,1.34461,15.46,21.43,994.98,752.47,367.92,128.23,0.43,78.4,14.82,13.48,0.51,0.83,10.78,0.16,1.22,9.56,24.39,0.01,0.19,9.97,0.09,84.08,100,84.08,0,0.78,15.16,48.98,47,2.19,2.69,2491,3.502,1.555637956,38.89094925,0.791291721,5.219014153,-4.357313307,12.25483243,2.982825542,3.475643642,6.458469185,3.817507393,1.97885585,5.796363243,4.153537834,3.318864885,7.472402719,1.7,39.8,0.22,1.68,62.34,"Yes",2148011.652,865451.0045,1,3
"1344",106086600,65.37,34.63,71.13,51.87,79.85,308.4670105,32.69,9.11,1.7900701,14.87,20.82,970.64,723.95,353.52,134.33,0.75,71.54,8.44,7.94,0.18,0.32,26.86,0.26,1.7,25.15,33.66,0.06,0.45,7.5,0.26,76.51,100,76.51,0,0.66,16.87,39.56,27,13.03,3.35,7664,6.144,0.886658609,20.01635551,0.399565538,3.511730005,-1.286163003,11.41521658,2.568305786,3.906517604,6.474823388,3.106369863,1.834024295,4.940393191,3.809116653,3.583192891,7.392309545,10.8,195.2,0.34,13.03,19.57,"No",2134321.704,908851.3783,0,4
"1345",52435800,61.8,38.2,71.6,52,78.86,321.6600037,13.78,6.86,1.995,14.9,20.84,971.52,725.61,354.68,132.64,0.72,73.93,3.05,1.85,0.99,0.22,26.1,-0.04,1.11,24.99,28.04,0,0.2,11.76,0.05,64.68,100,64.68,0,0.7,20.62,38.22,29,9.28,3.56,7001,7.848,0.411331564,21.38924217,0.140967351,3.422976111,-0.81229417,11.55614165,2.567886968,3.798022082,6.365908557,3.177515479,2.012717349,5.190232827,3.89334525,3.56244945,7.455794454,11.9,26.6,0.3,1.03,24.29,"No",2126746.306,901380.2351,0,1
"1346",44793000,58.93,41.07,77.73,52.67,83.51,1077.640015,15.71,6.49,2.2597599,14.93,20.88,971.38,725.44,353.43,132.53,0.68,73.53,6.25,5.84,0.2,0.22,26.68,0.04,2.09,24.59,30.86,0.02,0.32,14.04,0.05,78.16,100,78.16,0,0.71,19.26,33.37,22,11.68,3.93,6596,6.019,0.374301791,19.46369362,0.122314245,2.981445542,-0.70480964,11.41919447,2.562491399,3.771195687,6.333686905,3.126427129,1.959080756,5.085507549,3.807836113,3.508716165,7.316551812,10.5,77.9,0.29,0.01,33.7,"No",2130299.937,902220.7306,0,5
"1347",96316200,74.9,25.1,56.5,61.56,79.22,1383.030029,46.87,2.93,1.07565,15.12,21.07,961.66,723.13,339.25,123.58,0.48,77.72,3.97,3.69,0.15,0.14,22.92,0.09,1.29,21.63,25.65,0.04,0.16,1.62,0.02,91.92,100,91.92,0,0.74,6.72,64.54,61,3.32,2.08,8285,1.977,5.157945156,40.28868866,2.593928527,6.598127468,-1.05895888,11.95506527,2.597038213,3.521916589,6.118953978,3.281900251,2.55421103,5.836111291,3.808248734,3.451300184,7.259548752,13.9,69.3,0.26,0,53.64,"No",2134341.111,886412.0893,0,1
"1348",106675200,82.34,17.66,37.11,61.82,73.96,2568.149902,49.21,4.72,1.08994,15.16,21.12,971.36,730.56,346.86,126.98,0.52,77.16,5.75,5.26,0.18,0.31,15.94,0.05,0.75,15.19,20.94,0.01,0.14,1.4,0.12,87.16,100,87.16,0,0.76,8.99,67.67,65,2.98,2.34,7870,3.112,5.749577999,51.12789536,2.764137076,7.819710395,-0.601517314,12.50781543,2.727058655,3.649740381,6.376798706,3.47704342,2.653973306,6.131017386,3.999541828,3.659227026,7.658768854,13.3,73.3,0.24,0,75.53,"No",2133483.895,875842.2915,0,1
"1349",55337400,79.04,20.96,39.31,53.18,66.45,293.3540039,19.69,6.04,1.75168,15.34,21.31,983.05,741.36,353.3,126.93,0.47,76.3,19.12,15.55,1.41,2.16,11.61,0.11,0.99,10.62,29.8,0.06,0.4,8.82,0.08,84.3,100,84.3,0,0.81,10.08,49.83,49,0.71,2.27,2984,2.244,1.460088491,36.50221252,0.750656981,4.962484681,-4.133554746,12.91899811,2.902078424,3.757579059,6.659658154,3.728392963,2.530947665,6.259340904,4.202243583,3.52541789,7.727661473,1.8,7.9,0.19,0,82.66,"No",2138064.31,864185.4197,0,2
"1350",82849500,86.42,13.58,29.04,71.63,79.98,30149.80078,27.56,1.37,0.965249,15.67,21.64,983.72,739.91,361.76,126.73,0.49,82.59,12.58,11.73,0.19,0.65,7.96,0.07,0.67,7.29,19.92,0.05,0.46,5.56,0.1,74.26,100,74.26,0,0.79,14.99,58.3,58,0.74,2.67,3302,5.052,1.77526474,44.3816185,0.910792059,6.031726249,-5.015351797,12.53141733,3.087611901,3.554989418,6.642601341,3.96039632,1.928419691,5.888816011,4.234779849,3.423246626,7.658026475,2.2,45.8,0.21,4.46,66.95,"Yes",2148832.099,853724.6316,1,2
"1351",89187300,77.88,22.12,58.77,48.51,72.16,267.5690002,45.19,2.29,1.30343,14.83,20.79,975.58,725.43,350.66,137.4,0.85,62.05,3.03,2.84,0.09,0.1,20.24,0.47,2.32,17.92,20.98,0.03,0.16,0.64,0.12,90.01,100,90.01,0,0.66,8.01,67.77,55,13.13,1.72,5092,1.988,0.754523337,36.31669998,0.244814677,5.885297705,-1.399089373,11.46663624,2.626111593,3.845390459,6.471501694,3.1427777,1.852356891,4.995134544,3.969189223,3.578013953,7.547203176,16.3,238.4,0.34,27.15,14.05,"Yes",2128810.807,914173.4587,1,1
"1352",47111400,75.64,24.36,60.57,41.2,69.71,612.5300293,23.13,0.21,1.82901,14.9,20.87,984.16,730.6,357.97,140.32,0.9,62.08,2.91,2.86,0.01,0.04,22.24,0.4,2.11,20.13,23.06,0.02,0.07,1.38,0.08,93.1,100,93.1,0,0.65,13.88,59.42,47,12.6,2.44,4560,5.12,0.630248725,32.77293396,0.220217752,5.373248958,-1.268957632,11.70438088,2.640897573,3.93378736,6.574684251,3.233256727,1.896439905,5.129696632,4.071419853,3.609395104,7.680814958,15,327.4,0.35,26.47,13.82,"Yes",2120666.428,912217.9973,1,4
"1353",75366000,80,20,52.44,44.86,66.96,655.2579956,30.72,1.73,1.58531,15.15,21.16,984.19,730.16,356.79,138.36,0.74,70.18,2.59,2.4,0.07,0.11,16.27,0.23,1.25,15.02,17.62,0.01,0.24,2.69,0.01,87.67,100,87.67,0,0.68,10.91,67.29,60,7.72,2.46,6813,3.934,0.684977293,36.28926468,0.258984987,5.986027732,-1.23608847,11.99104794,2.711588446,3.883937931,6.595526025,3.480471388,1.915050506,5.395521894,4.282325455,3.531052936,7.81337904,20.3,109.1,0.32,16.06,15.71,"Yes",2115130.719,906473.6396,1,3
"1354",47764800,86.9,13.1,42.76,36.42,57.76,163.697998,19.6,0.45,1.6778001,15.39,21.42,975.63,725.16,346.16,132.29,0.49,78.16,4.37,3.66,0.46,0.25,10.94,0.15,1.03,9.91,15.35,1.07,0.33,1.19,0.01,83.67,100,83.67,0,0.67,8.37,73.72,68,5.74,2.04,1733,2.442,0.73081851,45.86005783,0.410297697,7.85947894,-0.659051075,12.01606329,2.665319169,3.647108479,6.312427648,3.542352509,2.161282297,5.703634806,4.258452129,3.541566077,7.800019206,40,66.2,0.33,10.18,19.75,"Yes",2109723.368,899308.5312,1,2
"1355",44601300,76.34,23.66,63.12,40,70.49,446.7999878,17.28,1.94,1.95739,15.19,21.16,959.8,718.94,332.66,123.22,0.46,75.69,4.94,4.55,0.16,0.23,18.02,0.27,1.95,16.07,21.27,0.26,0.38,4.96,0.02,87.08,100,87.08,0,0.69,7.95,63.48,53,10.24,2.03,1247,1.965,0.870129347,35.72435761,0.342547579,5.696245501,-1.19296335,11.9078725,2.622708443,3.614704919,6.237413362,3.469117654,2.201340488,5.670458141,4.159629552,3.559264458,7.718894859,17.3,53,0.31,0.31,22.93,"Yes",2114361.313,895418.15,1,1
"1356",52426800,63.36,36.64,73.47,49.35,79.1,932.9509888,7.64,2.86,2.2601299,14.99,20.95,974.24,726.84,349.3,132.22,0.69,69.03,5.58,5.22,0.17,0.19,30.78,0.29,2.25,28.53,34.19,0.08,0.42,5.71,0.34,85.84,100,85.84,0,0.68,9.38,47.71,34,13.58,2.5,12612,2.971,0.525904715,27.34704399,0.176332003,4.291566842,-1.016075399,11.59076365,2.554197358,3.773574463,6.327771436,3.204837019,2.058154595,5.262991615,3.914863217,3.599385042,7.514248333,14.6,130.3,0.32,3.95,29.64,"Yes",2120197.488,901491.186,1,2
"1357",42460200,76.59,23.41,57.9,42.26,68.88,1706.349976,14.15,0.73,2.08531,15.01,20.96,954.66,717.29,328.24,120.63,0.52,70.82,3.7,3.09,0.47,0.14,21.37,0.13,1.15,20.22,23.98,0.06,0.07,1.7,0.25,78.26,100,78.26,0,0.7,6.73,66.13,57,9.25,1.77,4148,1.65,0.690003812,35.88019943,0.23450157,5.708617351,-1.351265071,11.4138261,2.490841619,3.635812764,6.126654383,3.139859299,2.147311416,5.287170715,3.786026775,3.587601424,7.373628226,17.7,109,0.3,0,37.88,"No",2120847.057,896341.5825,0,1
