"","HUC12_join","AREA_HUC12","LAND_PCT_HUC12","WATER_PCT_HUC12","RIPARIAN_ZONE_PCT_HUC12","HYDROCONNECTED_ZONE_PCT_HUC12","HYDROACTIVE_ZONE_PCT_HUC12","FLOW_ACCUMULATION_MEAN_HUC12","STREAMLENGTH_NHD_MEDRES_HUC12","WATERBODYAREA_NHD_MEDRES_HUC12","SLOPE_MEAN_HUC12","Average.Annual.Temperature","ATEMP_SUMMER_HIST_HUC12","Average.Annual.Precipitation","PRECIP_SUMMER_HIST_HUC12","Average.Annual.Surface.Runoff","RUNOFF_SPRING_HIST_HUC12","SNOW_EQ_MARCH_HIST_HUC12","Average.Annual.Evaporative.Deficit","FOREST_PCT_HUC12","FOREST_DECIDUOUS_PCT_HUC12","FOREST_EVERGRN_PCT_HUC12","Pct.Mixed.Forest","WETLANDS_PCT_HUC12","WETLANDS_CHG_PCT_HUC12","WETLANDS_HERB_PCT_HUC12","WETLANDS_WOODY_PCT_HUC12","WOODY_VEG_PCT_HUC12","SHRUB_PCT_HUC12","GRASSLAND_PCT_HUC12","OPENWATER_PCT_HUC12","BARREN_PCT_HUC12","IMP_COV_STREAMLGTH_05PCT_HUC12","IMP_COV_LAKESHORE_05PCT_HUC12","IMP_COV_ALLWATERS_05PCT_HUC12","CANOPYCOVER_PCT_MEDIAN_HUC12","SOILSTABILITY_HUC12","URBAN_PCT_HUC12","AG_PCT_HUC12","CROP_PCT_HUC12","PASTURE_PCT_HUC12","ROADS_ALL_DENSITY_HUC12","TRAFFIC_DENSITY_HUC12","IMP_COV_PCT_HUC12","N_MANURE_APP_HUC12","N_SYNTH_FERT_APP_HUC12","P_MANURE_APP_HUC12","P_SYNTH_FERT_APP_HUC12","P_AG_BALANCE_HUC12","N_DEP_TOTAL_HUC12","N_OX_WETDEP_HUC12","N_OX_DRYDEP_HUC12","N_OX_TOTALDEP_HUC12","N_RED_WETDEP_HUC12","N_RED_DRYDEP_HUC12","N_RED_TOTALDEP_HUC12","SLF_WETDEP_HUC12","SLF_DRYDEP_HUC12","SLF_TOTALDEP_HUC12","TILE_DRAINAGE_PCT_HUC12","Suspended.Solid.Yield","SOIL_ERODIBILITY_HUC12","SOIL_RUNOFF_LOW_PCT_HUC12","Cat_TP","Lat","Long","Cat_TP_num"
"616",31300010804,122457600.000001,65.030001,34.970001,50.550001,40.600001,54.060001,406.5899973,27.350001,42.560001,3.2887409,21.890001,26.210001,1368.830001,889.480001,503.150001,174.330001,0.160001,141.070001,29.330001,22.370001,3.560001,3.400001,0.210001,9.010001,0.040001,0.170001,29.640001,0.140001,0.930001,33.900001,0.490001,66.300001,100.000001,66.300001,0.000001,0.710001,29.400001,5.600001,0.000001,5.600001,3.550001,16380.000001,9.173001,28.78682237,2.113285826,2.663930109,0.087228995,23.581120582,13.23289117,1.965588088,5.573822995,7.539410979,2.78688084,2.90660229,5.693482088,3.867178835,1.767788734,5.634966569,0.000001,109.200001,0.290001,1.760001,"High",1307705.352001,1097829.561001,1
"617",31300010901,85977900.000001,95.790001,4.210001,23.110001,10.450001,27.500001,271.9379893,77.190001,0.000001,5.8861309,21.900001,26.240001,1359.650001,884.390001,496.290001,174.280001,0.190001,141.340001,33.840001,26.550001,3.350001,3.930001,0.510001,9.010001,0.020001,0.490001,34.560001,0.230001,1.910001,0.780001,1.360001,51.600001,100.000001,51.600001,48.000001,0.710001,58.960001,2.430001,0.000001,2.430001,6.010001,17080.000001,18.921001,12.08517747,1.494437383,1.092144456,0.043806244,22.076264229,12.65969232,2.004622178,6.001766632,8.006387832,2.615974869,2.03733171,4.65330558,3.78549225,1.900167983,5.685659162,0.000001,77.900001,0.290001,2.480001,"High",1298815.731001,1086632.561001,1
"618",31300010902,81134100.000001,94.670001,5.330001,26.030001,14.270001,31.530001,387.1499949,69.600001,0.120001,4.7322011,22.040001,26.380001,1346.300001,881.630001,475.620001,167.520001,0.180001,142.580001,25.920001,18.670001,4.340001,2.910001,1.170001,9.010001,0.060001,1.110001,27.290001,0.260001,1.030001,1.560001,1.090001,50.980001,100.000001,50.980001,37.000001,0.710001,63.690001,5.280001,0.000001,5.280001,6.520001,18651.000001,22.165001,17.79038148,2.796027468,1.506752633,0.075692403,22.482297655,12.1979834,1.983745511,6.023430503,8.007175014,2.551418966,1.639391485,4.190809451,3.671995814,1.815190046,5.487184795,0.000001,80.800001,0.290001,3.240001,"Low",1292480.690001,1086591.855001,2
"619",31300010907,111632400.000001,95.580001,4.420001,19.570001,13.820001,26.360001,380.5950022,60.700001,0.940001,4.8376608,21.980001,26.270001,1329.880001,883.700001,457.920001,162.760001,0.190001,136.070001,20.630001,12.120001,5.200001,3.310001,0.280001,9.010001,0.010001,0.270001,20.960001,0.060001,0.350001,2.470001,0.130001,49.240001,100.000001,49.240001,48.000001,0.710001,74.690001,1.390001,0.000001,1.390001,8.400001,29195.000001,26.324001,0.06126547,0.442074256,0.006745861,0.012930737,21.00054108,12.93010883,1.932089576,6.901327964,8.833416642,2.473008989,1.623684521,4.0966932,3.766743683,2.135359508,5.902102871,0.000001,53.800001,0.290001,5.970001,"Low",1279026.595001,1072677.397001,2
"620",31300011004,50664600.000001,96.080001,3.920001,22.550001,15.320001,30.670001,440.8840037,42.630001,0.000001,3.304591,21.770001,26.110001,1323.470001,876.570001,461.560001,166.720001,0.190001,134.530001,18.630001,9.880001,4.910001,3.840001,0.690001,9.000001,0.030001,0.660001,19.330001,0.030001,0.410001,0.370001,0.190001,31.910001,100.000001,31.910001,37.000001,0.720001,78.050001,1.640001,0.000001,1.640001,8.620001,22825.000001,31.615001,0.000001,0.58592491,0.00601575,0.021690296,20.991481046,12.45684874,2.024763313,6.348227423,8.372989736,2.603146836,1.480714543,4.083860005,4.012494531,2.083020664,6.095514568,0.000001,51.500001,0.280001,NA,"Low",1286739.215001,1065916.721001,2
"621",31300011103,91572300.000001,97.000001,3.000001,18.620001,13.550001,26.560001,280.696992,54.860001,0.430001,4.0370908,22.090001,26.430001,1326.430001,875.300001,449.370001,162.450001,0.150001,137.080001,18.360001,7.480001,6.290001,4.580001,0.380001,9.000001,0.000001,0.370001,18.770001,0.040001,0.260001,0.480001,0.030001,26.600001,100.000001,26.600001,48.000001,0.720001,79.440001,1.020001,0.000001,1.020001,9.710001,28830.000001,24.355001,0.000001,0.32156332,0.001510442,0.012942939,21.002967426,13.74339061,1.960626918,7.509326795,9.469952713,2.535360963,1.738079519,4.273439482,3.968862298,2.51838901,6.487250173,0.000001,57.000001,0.280001,8.580001,"Low",1276580.421001,1054661.932001,2
"622",31300011106,21898800.000001,95.100001,4.900001,21.500001,12.630001,26.810001,485.3659983,12.980001,0.200001,5.6346112,22.540001,26.840001,1299.870001,861.300001,407.590001,146.770001,0.100001,151.330001,23.790001,11.830001,5.700001,6.260001,0.730001,9.010001,0.030001,0.700001,24.730001,0.230001,0.520001,2.750001,0.080001,45.540001,100.000001,45.540001,53.000001,0.710001,70.940001,0.960001,0.000001,0.960001,10.280001,31917.000001,26.504001,0.000001,0.345718579,0.000658574,0.005633632,21.001293295,14.83987465,1.863969138,8.600296206,10.46426434,2.464819297,1.910793156,4.375611453,4.275395107,3.146481445,7.42187511,0.000001,91.400001,0.290001,9.330001,"Low",1263264.436001,1056769.524001,2
"623",31300011201,101175300.000001,96.840001,3.160001,16.730001,14.710001,26.100001,296.7690135,59.500001,0.420001,3.997201,22.270001,26.580001,1327.040001,878.580001,438.520001,155.630001,0.150001,143.550001,12.040001,2.650001,5.560001,3.830001,0.820001,8.990001,0.040001,0.780001,12.840001,0.020001,0.110001,0.280001,0.080001,12.000001,100.000001,12.000001,44.000001,0.720001,86.420001,0.240001,0.000001,0.240001,10.740001,40104.000001,37.728001,0.003336794,0.012232247,0.000737705,0.000478147,21.000981007,15.35791591,1.912028948,8.699245807,10.61127449,2.605228747,2.141414699,4.746642446,3.874901863,2.540884997,6.415785739,0.000001,206.600001,0.280001,5.020001,"Low",1266412.560001,1073579.269001,2
"624",31300011202,77586300.000001,97.070001,2.930001,16.760001,13.460001,24.810001,336.4219981,50.310001,0.130001,3.743821,22.410001,26.730001,1305.200001,862.440001,416.190001,149.110001,0.130001,152.100001,15.210001,4.200001,6.820001,4.190001,0.420001,9.000001,0.010001,0.420001,15.660001,0.040001,0.160001,0.150001,0.020001,24.980001,100.000001,24.980001,50.000001,0.720001,83.470001,0.530001,0.000001,0.530001,10.200001,27074.000001,31.159001,0.006299793,0.023096572,0.001978034,0.001281779,21.002630963,15.01188551,1.837468953,8.735393804,10.57286187,2.516090656,1.922934991,4.439024647,3.962712393,2.736246938,6.698958235,0.000001,67.200001,0.280001,7.150001,"Low",1259634.230001,1073985.229001,2
"625",31300011203,97277400.000001,96.990001,3.010001,16.590001,13.390001,24.270001,371.5020152,55.260001,0.680001,4.3474508,22.240001,26.540001,1318.190001,873.420001,433.010001,154.920001,0.150001,143.770001,18.980001,4.600001,7.060001,7.320001,0.280001,9.000001,0.010001,0.270001,19.330001,0.080001,0.300001,0.660001,0.100001,20.260001,100.000001,20.260001,51.000001,0.720001,79.090001,0.520001,0.000001,0.520001,9.410001,35100.000001,30.468001,0.002138187,0.061202267,0.001155984,0.003155018,20.999354845,15.00895859,1.88609284,8.722781395,10.60887355,2.481915816,1.918171798,4.400086615,3.834582474,2.574636973,6.409217764,0.000001,65.300001,0.280001,5.440001,"Low",1268490.063001,1067095.120001,2
"626",31300020101,61625700.000001,97.170001,2.830001,14.410001,15.680001,25.270001,407.0539866,30.740001,0.130001,4.1866408,22.680001,26.980001,1289.710001,854.030001,394.120001,142.100001,0.080001,160.360001,13.400001,6.760001,4.330001,2.310001,0.500001,9.020001,0.040001,0.470001,13.920001,0.050001,0.520001,0.760001,0.390001,27.570001,100.000001,27.570001,34.000001,0.720001,82.770001,1.610001,0.000001,1.610001,9.740001,24673.000001,41.412001,0.000001,0.276723223,0.003584194,0.015000658,20.995872978,15.73841002,1.848580547,9.305138335,11.15371788,2.522991448,2.06170269,4.584693138,4.502134743,3.461107625,7.963240716,0.000001,155.800001,0.280001,NA,"Low",1255602.464001,1058771.420001,2
"627",31300020103,90523800.000001,97.360001,2.640001,15.310001,13.110001,23.540001,307.170991,45.810001,0.550001,4.3332711,22.740001,27.020001,1285.790001,850.950001,385.310001,139.130001,0.060001,162.440001,32.140001,12.990001,13.410001,5.740001,0.350001,8.990001,0.010001,0.340001,32.550001,0.060001,0.210001,0.520001,0.020001,49.480001,100.000001,49.480001,61.000001,0.720001,65.910001,0.780001,0.000001,0.780001,8.060001,23011.000001,21.808001,0.000001,0.051222889,0.00092077,0.003380425,20.998698136,13.6199004,1.667470983,7.955419512,9.622889996,2.300851862,1.696160538,3.9970114,3.758912776,3.110743448,6.869655218,0.000001,98.600001,0.280001,NA,"Low",1247888.559001,1056548.287001,2
"628",31300020208,116361000.000001,95.390001,4.610001,20.780001,15.490001,28.550001,496.7399912,67.980001,1.540001,4.109191,22.540001,26.830001,1343.520001,887.810001,441.210001,156.970001,0.120001,136.510001,37.390001,24.440001,10.070001,2.880001,1.310001,8.980001,0.030001,1.280001,39.350001,0.680001,1.380001,1.460001,0.630001,62.670001,100.000001,62.670001,59.000001,0.720001,54.700001,2.450001,0.000001,2.450001,6.620001,29467.000001,19.570001,0.000001,0.605631755,0.00197094,0.030112354,20.987268752,11.68200231,1.678305425,6.404998477,8.083302942,2.335227395,1.263474327,3.598701116,3.792656506,2.900986202,6.693641315,0.000001,61.500001,0.280001,4.260001,"High",1252724.632001,1042662.847001,1
"629",31300020304,60682500.000001,93.870001,6.130001,24.220001,16.650001,31.220001,589.5239878,30.650001,0.560001,4.7569509,23.040001,27.300001,1326.530001,870.710001,413.640001,149.140001,0.060001,151.950001,61.100001,41.360001,15.020001,4.720001,2.100001,9.010001,0.040001,2.060001,64.050001,0.890001,1.200001,3.300001,0.110001,91.270001,100.000001,91.270001,87.000001,0.720001,23.280001,8.030001,0.000001,8.030001,2.730001,14321.000001,8.042001,0.000001,2.252073573,0.019661195,0.113152711,20.929431867,10.48374353,1.611712898,5.612338777,7.224050831,2.236828484,1.022866214,3.259693981,3.550320496,2.522120511,6.072439723,0.000001,53.200001,0.280001,3.900001,"Low",1239880.929001,1041199.592001,2
"630",31300020311,127786500.000001,94.410001,5.590001,20.300001,13.970001,26.540001,396.6619883,66.550001,0.610001,4.8829909,22.760001,27.010001,1321.640001,855.590001,437.810001,163.110001,0.100001,156.570001,64.750001,35.120001,24.830001,4.800001,1.460001,9.020001,0.030001,1.430001,73.980001,7.800001,3.220001,2.630001,0.220001,94.250001,100.000001,94.250001,78.000001,0.710001,9.450001,10.470001,0.000001,10.470001,2.860001,7123.000001,1.884001,21.39538865,2.810509251,3.075988397,0.14925276,23.967848727,9.79587148,1.63450413,4.338606717,5.973109847,2.346864397,1.475899167,3.822762379,3.687447695,2.527981293,6.215428241,0.000001,57.600001,0.290001,0.040001,"Low",1225119.149001,1016722.616001,2
"631",31300020403,114174900.000001,93.790001,6.210001,26.740001,14.460001,31.800001,366.0239878,91.180001,0.060001,4.8770109,23.430001,27.640001,1306.380001,845.260001,407.690001,151.970001,0.040001,164.670001,68.750001,35.260001,28.200001,5.280001,2.170001,9.100001,0.100001,2.070001,77.900001,7.090001,4.070001,2.180001,0.800001,96.430001,100.000001,96.430001,86.000001,0.720001,5.790001,9.150001,0.000001,9.150001,1.730001,5434.000001,1.234001,7.459882306,2.354152487,1.124249076,0.117875788,22.042775198,9.4776263,1.645404171,4.113410097,5.75881273,2.458935103,1.259880013,3.718814032,4.247070744,3.71114395,7.958213694,0.000001,48.000001,0.280001,0.180001,"Low",1212803.062001,1018976.533001,2
"632",31300020601,73675800.000001,97.050001,2.950001,18.770001,8.360001,22.960001,314.8710032,54.740001,0.000001,6.442401,23.100001,27.300001,1352.220001,871.720001,457.190001,170.500001,0.120001,151.090001,73.990001,36.470001,29.080001,8.450001,0.040001,9.000001,0.000001,0.040001,79.960001,5.920001,6.680001,0.190001,0.050001,97.850001,100.000001,97.850001,88.000001,0.720001,4.010001,9.110001,0.000001,9.110001,1.260001,1351.000001,0.625001,24.83314614,1.944126533,2.691764999,0.150813516,23.677251694,8.597739943,1.498547141,3.716399969,5.214946855,2.089859941,1.292936147,3.382794088,3.112890911,2.009329339,5.12221925,0.000001,63.100001,0.280001,10.240001,"Low",1197757.074001,993219.676901,2
"633",31300020908,50843700.000001,85.930001,14.070001,32.840001,25.770001,40.980001,741.7659922,37.200001,1.470001,3.8638511,24.090001,28.230001,1306.030001,840.020001,397.610001,150.840001,0.030001,185.920001,48.220001,18.750001,19.240001,10.230001,5.390001,9.060001,0.290001,5.100001,55.120001,1.800001,4.710001,7.480001,0.090001,85.410001,100.000001,85.410001,68.000001,0.720001,27.590001,4.720001,0.000001,4.720001,4.960001,6000.000001,8.486001,0.022658674,1.333617495,0.006041345,0.09257006,20.974080772,8.01484441,1.490348088,3.914579363,5.40492645,1.887245547,0.722674112,2.60991896,2.86206499,1.596967775,4.459031868,0.000001,64.400001,0.280001,6.220001,"Low",1142132.918001,1006503.378001,2
"634",31300030106,81918900.000001,83.600001,16.400001,43.880001,51.340001,67.310001,623.677003,72.860001,0.940001,2.519811,25.050001,29.040001,1235.330001,793.170001,328.750001,127.950001,0.000001,242.280001,43.250001,18.660001,12.490001,12.110001,8.830001,9.080001,0.420001,8.420001,58.060001,6.390001,1.520001,6.070001,0.430001,89.270001,100.000001,89.270001,54.000001,0.750001,22.570001,10.930001,7.000001,3.440001,3.040001,5052.000001,8.414001,0.000001,2.798091458,0.002072611,0.329060691,20.900708879,7.390067662,1.401835814,3.540839715,4.94267453,1.717358128,0.730037364,2.447394491,2.677819709,1.593619896,4.271439603,0.000001,56.400001,0.250001,13.670001,"Low",1092390.659001,1028575.172001,2
"635",31300030602,69220800.000001,78.180001,21.820001,49.530001,51.810001,67.000001,421.7909861,58.510001,7.100001,2.235101,25.110001,29.060001,1242.230001,800.940001,328.150001,125.810001,0.000001,231.880001,66.500001,16.230001,33.040001,17.240001,10.240001,9.720001,1.060001,9.180001,77.140001,1.470001,2.660001,9.760001,0.010001,96.970001,100.000001,96.970001,81.000001,0.760001,3.860001,5.500001,3.000001,2.480001,2.890001,0.000001,0.639001,0.000001,1.24502127,0.000692184,0.202641026,20.947300392,7.258714427,1.497120942,3.322246444,4.81936585,1.825159727,0.614190409,2.439349135,2.764198005,1.38988611,4.154083556,0.000001,33.600001,0.240001,1.640001,"Low",1082899.048001,1036611.645001,2
"636",31300030606,90654300.000001,90.850001,9.150001,33.160001,27.850001,46.060001,420.9580088,93.330001,0.100001,4.5847111,24.970001,28.910001,1242.550001,800.670001,335.650001,127.120001,0.000001,229.390001,65.300001,21.290001,29.680001,14.340001,3.550001,9.130001,0.230001,3.320001,83.660001,15.030001,4.270001,3.120001,0.770001,98.520001,100.000001,98.520001,90.000001,0.750001,2.660001,5.300001,5.000001,0.600001,1.160001,2906.000001,0.608001,0.036138283,0.940811323,0.010065347,0.165613848,20.924117716,7.282132548,1.496811225,3.245056069,4.741865855,1.850966443,0.68930225,2.540267693,2.75692474,1.437365069,4.194288794,0.000001,36.200001,0.250001,28.530001,"Low",1074634.086001,1030025.945001,2
"637",31300110803,184402800.000001,13.490001,86.510001,97.510001,96.930001,99.560001,525.1519785,135.210001,109.460001,0.205657,26.120001,29.340001,1548.310001,1117.560001,446.470001,120.530001,0.000001,130.690001,9.860001,0.000001,9.850001,0.010001,82.620001,9.660001,2.970001,79.650001,89.760001,0.260001,0.550001,3.880001,0.030001,99.370001,100.000001,99.370001,86.000001,0.820001,2.790001,0.020001,0.000001,0.020001,1.080001,1723.000001,0.294001,0.000611078,0.00732193,0.000151012,0.005218901,21.003677088,4.689936365,1.179712726,2.170164865,3.349876967,0.989994884,0.350066505,1.340060389,2.049478499,0.909807335,2.959284244,0.000001,3.700001,0.180001,28.140001,"High",824092.709001,1054393.348001,1
"638",31300110804,160257600.000001,8.090001,91.910001,97.420001,98.480001,99.720001,644.8889781,158.260001,95.600001,0.156244,25.680001,28.870001,1466.130001,1067.350001,395.080001,102.170001,0.000001,178.360001,2.220001,0.000001,2.210001,0.010001,83.150001,9.100001,19.260001,63.890001,66.330001,0.220001,0.160001,8.660001,0.280001,96.780001,100.000001,96.780001,74.000001,0.810001,5.300001,0.000001,0.000001,0.000001,1.350001,3176.000001,1.493001,0.000001,0.054616095,0.000001,0.00970418,20.98447663,4.751191604,1.13727513,2.166748659,3.304023337,0.956557195,0.490613747,1.447169479,2.044900879,1.151966222,3.196865874,0.000001,7.600001,0.190001,35.750001,"Low",809688.373501,1061621.691001,2
"639",31401030401,85401000.000001,86.940001,13.060001,37.390001,25.740001,44.900001,318.3399973,69.370001,1.360001,2.858321,25.750001,29.530001,1558.270001,1050.920001,508.240001,170.470001,0.000001,124.920001,61.000001,0.200001,56.170001,4.630001,11.000001,8.920001,0.140001,10.870001,78.910001,7.050001,2.130001,0.840001,0.070001,97.240001,100.000001,97.240001,89.000001,0.770001,3.690001,14.220001,7.000001,7.380001,1.420001,1821.000001,0.489001,4.575235413,9.150469826,1.179247581,1.218649325,22.255258118,6.665951566,1.423188158,3.183537189,4.606724009,1.391471913,0.66775788,2.059228695,2.303391334,1.359156099,3.662546659,0.000001,50.500001,0.230001,48.940001,"Low",930097.822601,899362.837701,2
"640",31401030406,77535000.000001,71.340001,28.660001,53.870001,44.130001,66.110001,374.7900095,62.470001,3.860001,2.252311,26.110001,29.770001,1633.680001,1142.230001,537.010001,165.940001,0.000001,108.230001,41.240001,0.010001,40.900001,0.330001,27.140001,9.020001,0.300001,26.840001,70.260001,2.180001,5.710001,1.040001,0.730001,93.330001,100.000001,93.330001,76.000001,0.780001,14.740001,7.230001,6.000001,1.590001,2.990001,10425.000001,3.438001,0.083982425,1.8475924,0.032073309,0.40683338,20.951944996,6.572379124,1.396564345,3.465870171,4.862433385,1.132733018,0.577214818,1.709946738,2.120625608,1.33314233,3.453767265,0.000001,37.300001,0.220001,56.160001,"Low",896092.688101,891909.003801,2
"641",31401040104,77397300.000001,87.550001,12.450001,40.820001,27.940001,49.240001,377.9649973,74.390001,1.270001,1.981151,25.760001,29.540001,1593.680001,1077.900001,534.460001,174.620001,0.000001,117.360001,61.830001,0.900001,57.490001,3.440001,10.500001,9.100001,0.270001,10.230001,83.340001,11.290001,2.510001,0.480001,0.050001,96.730001,100.000001,96.730001,84.000001,0.760001,3.950001,9.400001,3.000001,6.570001,1.330001,1476.000001,0.429001,0.554066824,3.214857386,0.177385449,0.939902706,21.41287569,6.471245872,1.388334356,3.270346716,4.65868059,1.262845214,0.549722548,1.812566762,2.239665668,1.511044936,3.750710084,0.000001,49.800001,0.240001,13.340001,"Low",923692.352701,884631.511001,2
"642",31401040203,93290400.000001,86.690001,13.310001,36.290001,36.000001,53.290001,346.0740061,78.300001,0.070001,1.945631,25.990001,29.670001,1636.060001,1127.410001,551.750001,170.020001,0.000001,111.150001,62.100001,0.090001,61.160001,0.850001,11.580001,9.000001,0.080001,11.490001,78.900001,5.300001,2.530001,0.640001,0.030001,97.460001,100.000001,97.460001,72.000001,0.770001,4.600001,13.220001,12.000001,1.360001,1.670001,1542.000001,0.430001,0.151174115,3.527727412,0.055771387,0.950945785,20.870612629,6.357243645,1.375641656,3.349319363,4.724960748,1.099778653,0.532506244,1.632283897,2.108129586,1.429573866,3.537702452,0.000001,57.200001,0.230001,44.920001,"Low",903329.939901,879147.834801,2
"643",31401040403,83716200.000001,83.300001,16.700001,37.260001,35.310001,51.190001,439.802003,62.780001,0.970001,1.908271,25.910001,29.550001,1669.520001,1143.140001,576.930001,174.410001,0.000001,108.950001,65.860001,0.020001,64.800001,1.040001,15.570001,8.940001,0.360001,15.210001,86.690001,5.620001,3.010001,0.310001,0.030001,97.990001,100.000001,97.990001,75.000001,0.790001,3.940001,5.660001,4.000001,1.380001,1.940001,1505.000001,0.422001,0.061472973,2.212991999,0.019087926,0.656451149,20.88916794,6.929283611,1.563307093,3.53154118,5.094847646,1.280000297,0.554437545,1.834436841,2.445225086,1.825725,4.270949086,0.000001,30.000001,0.210001,38.870001,"Low",905060.847401,858601.261601,2
"644",31401040406,106327800.000001,85.130001,14.870001,36.050001,47.900001,62.200001,373.8479929,69.750001,2.610001,1.542871,25.620001,29.190001,1679.640001,1168.080001,571.560001,165.280001,0.000001,111.920001,46.260001,0.230001,45.490001,0.550001,13.450001,9.020001,0.230001,13.230001,70.190001,10.700001,8.850001,0.600001,0.030001,96.570001,100.000001,96.570001,70.000001,0.810001,8.830001,11.280001,10.000001,1.340001,1.690001,1598.000001,1.560001,0.109411711,3.938786553,0.034690463,1.20976761,20.798567865,7.115592704,1.617185187,3.67011946,5.287303689,1.27572704,0.552563785,1.828289824,2.520770721,1.665255708,4.186025759,0.000001,32.500001,0.190001,55.390001,"Low",893558.521001,859463.601701,2
"645",31401040503,146266200.000001,80.450001,19.550001,34.200001,60.020001,69.150001,376.0209971,49.880001,7.460001,1.194531,25.540001,29.070001,1683.500001,1176.790001,574.170001,163.150001,0.000001,119.350001,33.960001,0.030001,33.110001,0.820001,16.360001,9.060001,1.650001,14.710001,51.630001,2.960001,4.820001,2.890001,0.830001,87.650001,100.000001,87.650001,52.000001,0.840001,26.040001,12.140001,9.000001,3.140001,3.560001,8414.000001,6.999001,0.140242563,5.047891663,0.043828542,1.528830502,20.745505302,7.292719405,1.57956433,3.933460394,5.513023753,1.198061274,0.581636508,1.779696503,2.456229263,1.628990299,4.085219056,0.000001,20.100001,0.160001,74.580001,"Low",884402.156001,856456.438701,2
"646",31401050401,104244300.000001,96.290001,3.710001,11.740001,53.960001,59.950001,187.0399943,13.310001,0.070001,1.187121,25.110001,28.510001,1653.010001,1184.080001,548.870001,148.930001,0.000001,137.630001,4.690001,0.000001,4.660001,0.030001,1.590001,8.890001,0.250001,1.340001,6.190001,0.170001,0.360001,1.670001,0.490001,36.130001,100.000001,36.130001,0.000001,0.880001,90.800001,0.240001,0.000001,0.220001,12.410001,15990.000001,40.050001,0.002719467,0.076454947,0.000171213,0.002131754,20.999821529,8.90165793,1.364353635,5.332662535,6.697015151,1.024963673,1.179682086,2.204644108,2.280022013,3.046604023,5.326625036,0.000001,76.100001,0.120001,84.210001,"Low",860531.688201,841154.562901,2
"647",31401050500,475712100.000001,0.850001,99.150001,99.990001,99.950001,100.000001,502.9410105,8.510001,1.170001,0.0448222,24.710001,28.050001,1647.170001,1172.240001,518.550001,149.010001,0.000001,108.890001,0.030001,0.000001,0.030001,0.000001,0.580001,8.990001,0.560001,0.020001,0.050001,0.000001,0.010001,98.270001,0.410001,47.400001,100.000001,47.400001,0.000001,0.860001,0.710001,0.000001,0.000001,0.000001,0.090001,17641.000001,0.407001,0.000195052,0.005097237,0.0000257461,0.001437928,20.999857306,5.539183563,1.246681365,2.589512567,3.836192844,0.868450109,0.834542868,1.702991813,1.96404695,2.544443352,4.508489347,0.000001,NA,0.140001,NA,"Low",856758.742401,854045.004501,2
"648",31401060506,148572900.000001,81.450001,18.550001,49.970001,38.330001,61.250001,314.7999888,90.070001,5.280001,2.0492011,25.600001,29.090001,1708.160001,1188.380001,601.650001,174.950001,0.000001,94.850001,47.720001,0.030001,47.280001,0.410001,17.900001,8.970001,0.510001,17.390001,71.570001,6.460001,7.170001,0.300001,0.070001,97.220001,100.000001,97.220001,72.000001,0.790001,4.760001,15.610001,7.000001,8.440001,1.580001,9685.000001,0.829001,0.469588654,11.11357598,0.151032575,1.754838298,21.570375154,7.24168916,1.478670012,3.995567365,5.474236574,1.154926588,0.612528019,1.767453742,2.350911697,1.63727569,3.988186366,0.000001,28.700001,0.210001,49.730001,"Low",875674.570401,803471.066901,2
"649",31401060702,95877900.000001,62.460001,37.540001,70.700001,53.610001,76.790001,391.9989939,61.370001,4.630001,1.540041,25.450001,28.900001,1684.230001,1181.590001,563.400001,162.410001,0.000001,102.330001,39.040001,0.150001,38.680001,0.210001,36.290001,8.980001,1.180001,35.110001,81.460001,7.310001,3.520001,1.050001,1.060001,96.860001,100.000001,96.860001,78.000001,0.790001,7.840001,3.880001,0.000001,3.560001,2.360001,12246.000001,1.855001,0.081657985,2.057467745,0.035570447,0.435570408,21.033191455,7.434559251,1.451399091,4.240691672,5.692089709,1.148098101,0.594373441,1.742470488,2.379462006,1.831875152,4.211336159,0.000001,20.200001,0.210001,55.050001,"Low",869656.498101,819940.902101,2
"650",31401070101,125427600.000001,81.310001,18.690001,43.280001,49.010001,67.060001,320.3349925,64.960001,3.530001,1.386751,25.360001,28.810001,1669.260001,1184.510001,555.680001,155.000001,0.000001,117.640001,22.480001,0.000001,22.280001,0.190001,17.530001,8.990001,1.460001,16.070001,39.970001,1.420001,1.760001,0.810001,0.700001,81.930001,100.000001,81.930001,43.000001,0.810001,46.410001,8.890001,0.000001,8.800001,5.020001,12407.000001,12.884001,0.104985067,2.939554976,0.070994584,0.881289615,20.925146172,8.637533619,1.502181293,5.216098051,6.718277518,1.210228664,0.709029437,1.919256299,2.440189878,1.988674622,4.4288635,0.000001,22.900001,0.190001,48.210001,"Low",866196.652401,828903.206601,2
